product_id,mid_price,spread
91282CFX4,99-270,0-002
91282CFX4,99-271,0-00+
91282CFX4,99-272,0-002
91282CFX4,99-273,0-00+
91282CFX4,99-27+,0-002
91282CFX4,99-275,0-00+
91282CFX4,99-276,0-002
91282CFX4,99-277,0-00+
91282CFX4,99-280,0-002
91282CFX4,99-281,0-00+
91282CFX4,99-282,0-002
91282CFX4,99-283,0-00+
91282CFX4,99-28+,0-002
91282CFX4,99-285,0-00+
91282CFX4,99-286,0-002
91282CFX4,99-287,0-00+
91282CFX4,99-290,0-002
91282CFX4,99-291,0-00+
91282CFX4,99-292,0-002
91282CFX4,99-293,0-00+
91282CFX4,99-29+,0-002
91282CFX4,99-295,0-00+
91282CFX4,99-296,0-002
91282CFX4,99-297,0-00+
91282CFX4,99-300,0-002
91282CFX4,99-301,0-00+
91282CFX4,99-302,0-002
91282CFX4,99-303,0-00+
91282CFX4,99-30+,0-002
91282CFX4,99-305,0-00+
91282CFX4,99-306,0-002
91282CFX4,99-307,0-00+
91282CFX4,99-310,0-002
91282CFX4,99-311,0-00+
91282CFX4,99-312,0-002
91282CFX4,99-313,0-00+
91282CFX4,99-31+,0-002
91282CFX4,99-315,0-00+
91282CFX4,99-316,0-002
91282CFX4,99-317,0-00+
91282CFX4,100-000,0-002
91282CFX4,100-001,0-00+
91282CFX4,100-002,0-002
91282CFX4,100-003,0-00+
91282CFX4,100-00+,0-002
91282CFX4,100-005,0-00+
91282CFX4,100-006,0-002
91282CFX4,100-007,0-00+
91282CFX4,100-010,0-002
91282CFX4,100-011,0-00+
91282CFX4,100-012,0-002
91282CFX4,100-013,0-00+
91282CFX4,100-01+,0-002
91282CFX4,100-015,0-00+
91282CFX4,100-016,0-002
91282CFX4,100-017,0-00+
91282CFX4,100-020,0-002
91282CFX4,100-021,0-00+
91282CFX4,100-022,0-002
91282CFX4,100-023,0-00+
91282CFX4,100-02+,0-002
91282CFX4,100-025,0-00+
91282CFX4,100-026,0-002
91282CFX4,100-027,0-00+
91282CFX4,100-030,0-002
91282CFX4,100-031,0-00+
91282CFX4,100-032,0-002
91282CFX4,100-033,0-00+
91282CFX4,100-03+,0-002
91282CFX4,100-035,0-00+
91282CFX4,100-036,0-002
91282CFX4,100-037,0-00+
91282CFX4,100-040,0-002
91282CFX4,100-041,0-00+
91282CFX4,100-042,0-002
91282CFX4,100-043,0-00+
91282CFX4,100-04+,0-002
91282CFX4,100-045,0-00+
91282CFX4,100-046,0-002
91282CFX4,100-047,0-00+
91282CFX4,100-050,0-002
91282CFX4,100-051,0-00+
91282CFX4,100-052,0-002
91282CFX4,100-053,0-00+
91282CFX4,100-05+,0-002
91282CFX4,100-055,0-00+
91282CFX4,100-056,0-002
91282CFX4,100-057,0-00+
91282CFX4,100-060,0-002
91282CFX4,100-061,0-00+
91282CFX4,100-062,0-002
91282CFX4,100-063,0-00+
91282CFX4,100-06+,0-002
91282CFX4,100-065,0-00+
91282CFX4,100-066,0-002
91282CFX4,100-067,0-00+
91282CFX4,100-070,0-002
91282CFX4,100-071,0-00+
91282CFX4,100-072,0-002
91282CFX4,100-073,0-00+
91282CFX4,100-07+,0-002
91282CFX4,100-075,0-00+
91282CFX4,100-076,0-002
91282CFX4,100-077,0-00+
91282CFX4,100-080,0-002
91282CFX4,100-081,0-00+
91282CFX4,100-082,0-002
91282CFX4,100-083,0-00+
91282CFX4,100-08+,0-002
91282CFX4,100-085,0-00+
91282CFX4,100-086,0-002
91282CFX4,100-087,0-00+
91282CFX4,100-090,0-002
91282CFX4,100-091,0-00+
91282CFX4,100-092,0-002
91282CFX4,100-093,0-00+
91282CFX4,100-09+,0-002
91282CFX4,100-095,0-00+
91282CFX4,100-096,0-002
91282CFX4,100-097,0-00+
91282CFX4,100-100,0-002
91282CFX4,100-101,0-00+
91282CFX4,100-102,0-002
91282CFX4,100-103,0-00+
91282CFX4,100-10+,0-002
91282CFX4,100-105,0-00+
91282CFX4,100-106,0-002
91282CFX4,100-107,0-00+
91282CFX4,100-110,0-002
91282CFX4,100-111,0-00+
91282CFX4,100-112,0-002
91282CFX4,100-113,0-00+
91282CFX4,100-11+,0-002
91282CFX4,100-115,0-00+
91282CFX4,100-116,0-002
91282CFX4,100-117,0-00+
91282CFX4,100-120,0-002
91282CFX4,100-121,0-00+
91282CFX4,100-122,0-002
91282CFX4,100-123,0-00+
91282CFX4,100-12+,0-002
91282CFX4,100-125,0-00+
91282CFX4,100-126,0-002
91282CFX4,100-127,0-00+
91282CFX4,100-130,0-002
91282CFX4,100-131,0-00+
91282CFX4,100-132,0-002
91282CFX4,100-133,0-00+
91282CFX4,100-13+,0-002
91282CFX4,100-135,0-00+
91282CFX4,100-136,0-002
91282CFX4,100-137,0-00+
91282CFX4,100-140,0-002
91282CFX4,100-141,0-00+
91282CFX4,100-142,0-002
91282CFX4,100-143,0-00+
91282CFX4,100-14+,0-002
91282CFX4,100-145,0-00+
91282CFX4,100-146,0-002
91282CFX4,100-147,0-00+
91282CFX4,100-150,0-002
91282CFX4,100-151,0-00+
91282CFX4,100-152,0-002
91282CFX4,100-153,0-00+
91282CFX4,100-15+,0-002
91282CFX4,100-155,0-00+
91282CFX4,100-156,0-002
91282CFX4,100-157,0-00+
91282CFX4,100-160,0-002
91282CFX4,100-161,0-00+
91282CFX4,100-162,0-002
91282CFX4,100-163,0-00+
91282CFX4,100-16+,0-002
91282CFX4,100-165,0-00+
91282CFX4,100-166,0-002
91282CFX4,100-167,0-00+
91282CFX4,100-170,0-002
91282CFX4,100-171,0-00+
91282CFX4,100-172,0-002
91282CFX4,100-173,0-00+
91282CFX4,100-17+,0-002
91282CFX4,100-175,0-00+
91282CFX4,100-176,0-002
91282CFX4,100-177,0-00+
91282CFX4,100-180,0-002
91282CFX4,100-181,0-00+
91282CFX4,100-182,0-002
91282CFX4,100-183,0-00+
91282CFX4,100-18+,0-002
91282CFX4,100-185,0-00+
91282CFX4,100-186,0-002
91282CFX4,100-187,0-00+
91282CFX4,100-190,0-002
91282CFX4,100-191,0-00+
91282CFX4,100-192,0-002
91282CFX4,100-193,0-00+
91282CFX4,100-19+,0-002
91282CFX4,100-195,0-00+
91282CFX4,100-196,0-002
91282CFX4,100-197,0-00+
91282CFX4,100-200,0-002
91282CFX4,100-201,0-00+
91282CFX4,100-202,0-002
91282CFX4,100-203,0-00+
91282CFX4,100-20+,0-002
91282CFX4,100-205,0-00+
91282CFX4,100-206,0-002
91282CFX4,100-207,0-00+
91282CFX4,100-210,0-002
91282CFX4,100-211,0-00+
91282CFX4,100-212,0-002
91282CFX4,100-213,0-00+
91282CFX4,100-21+,0-002
91282CFX4,100-215,0-00+
91282CFX4,100-216,0-002
91282CFX4,100-217,0-00+
91282CFX4,100-220,0-002
91282CFX4,100-221,0-00+
91282CFX4,100-222,0-002
91282CFX4,100-223,0-00+
91282CFX4,100-22+,0-002
91282CFX4,100-225,0-00+
91282CFX4,100-226,0-002
91282CFX4,100-227,0-00+
91282CFX4,100-230,0-002
91282CFX4,100-231,0-00+
91282CFX4,100-232,0-002
91282CFX4,100-233,0-00+
91282CFX4,100-23+,0-002
91282CFX4,100-235,0-00+
91282CFX4,100-236,0-002
91282CFX4,100-237,0-00+
91282CFX4,100-240,0-002
91282CFX4,100-241,0-00+
91282CFX4,100-242,0-002
91282CFX4,100-243,0-00+
91282CFX4,100-24+,0-002
91282CFX4,100-245,0-00+
91282CFX4,100-246,0-002
91282CFX4,100-247,0-00+
91282CFX4,100-250,0-002
91282CFX4,100-251,0-00+
91282CFX4,100-252,0-002
91282CFX4,100-253,0-00+
91282CFX4,100-25+,0-002
91282CFX4,100-255,0-00+
91282CFX4,100-256,0-002
91282CFX4,100-257,0-00+
91282CFX4,100-260,0-002
91282CFX4,100-261,0-00+
91282CFX4,100-262,0-002
91282CFX4,100-263,0-00+
91282CFX4,100-26+,0-002
91282CFX4,100-265,0-00+
91282CFX4,100-266,0-002
91282CFX4,100-267,0-00+
91282CFX4,100-270,0-002
91282CFX4,100-271,0-00+
91282CFX4,100-272,0-002
91282CFX4,100-273,0-00+
91282CFX4,100-27+,0-002
91282CFX4,100-275,0-00+
91282CFX4,100-276,0-002
91282CFX4,100-277,0-00+
91282CFX4,100-280,0-002
91282CFX4,100-281,0-00+
91282CFX4,100-282,0-002
91282CFX4,100-283,0-00+
91282CFX4,100-28+,0-002
91282CFX4,100-285,0-00+
91282CFX4,100-286,0-002
91282CFX4,100-287,0-00+
91282CFX4,100-290,0-002
91282CFX4,100-291,0-00+
91282CFX4,100-292,0-002
91282CFX4,100-293,0-00+
91282CFX4,100-29+,0-002
91282CFX4,100-295,0-00+
91282CFX4,100-296,0-002
91282CFX4,100-297,0-00+
91282CFX4,100-300,0-002
91282CFX4,100-301,0-00+
91282CFX4,100-302,0-002
91282CFX4,100-303,0-00+
91282CFX4,100-30+,0-002
91282CFX4,100-305,0-00+
91282CFX4,100-306,0-002
91282CFX4,100-307,0-00+
91282CFX4,100-310,0-002
91282CFX4,100-311,0-00+
91282CFX4,100-312,0-002
91282CFX4,100-313,0-00+
91282CFX4,100-31+,0-002
91282CFX4,100-315,0-00+
91282CFX4,100-316,0-002
91282CFX4,100-317,0-00+
91282CFX4,101-000,0-002
91282CFX4,100-317,0-00+
91282CFX4,100-316,0-002
91282CFX4,100-315,0-00+
91282CFX4,100-31+,0-002
91282CFX4,100-313,0-00+
91282CFX4,100-312,0-002
91282CFX4,100-311,0-00+
91282CFX4,100-310,0-002
91282CFX4,100-307,0-00+
91282CFX4,100-306,0-002
91282CFX4,100-305,0-00+
91282CFX4,100-30+,0-002
91282CFX4,100-303,0-00+
91282CFX4,100-302,0-002
91282CFX4,100-301,0-00+
91282CFX4,100-300,0-002
91282CFX4,100-297,0-00+
91282CFX4,100-296,0-002
91282CFX4,100-295,0-00+
91282CFX4,100-29+,0-002
91282CFX4,100-293,0-00+
91282CFX4,100-292,0-002
91282CFX4,100-291,0-00+
91282CFX4,100-290,0-002
91282CFX4,100-287,0-00+
91282CFX4,100-286,0-002
91282CFX4,100-285,0-00+
91282CFX4,100-28+,0-002
91282CFX4,100-283,0-00+
91282CFX4,100-282,0-002
91282CFX4,100-281,0-00+
91282CFX4,100-280,0-002
91282CFX4,100-277,0-00+
91282CFX4,100-276,0-002
91282CFX4,100-275,0-00+
91282CFX4,100-27+,0-002
91282CFX4,100-273,0-00+
91282CFX4,100-272,0-002
91282CFX4,100-271,0-00+
91282CFX4,100-270,0-002
91282CFX4,100-267,0-00+
91282CFX4,100-266,0-002
91282CFX4,100-265,0-00+
91282CFX4,100-26+,0-002
91282CFX4,100-263,0-00+
91282CFX4,100-262,0-002
91282CFX4,100-261,0-00+
91282CFX4,100-260,0-002
91282CFX4,100-257,0-00+
91282CFX4,100-256,0-002
91282CFX4,100-255,0-00+
91282CFX4,100-25+,0-002
91282CFX4,100-253,0-00+
91282CFX4,100-252,0-002
91282CFX4,100-251,0-00+
91282CFX4,100-250,0-002
91282CFX4,100-247,0-00+
91282CFX4,100-246,0-002
91282CFX4,100-245,0-00+
91282CFX4,100-24+,0-002
91282CFX4,100-243,0-00+
91282CFX4,100-242,0-002
91282CFX4,100-241,0-00+
91282CFX4,100-240,0-002
91282CFX4,100-237,0-00+
91282CFX4,100-236,0-002
91282CFX4,100-235,0-00+
91282CFX4,100-23+,0-002
91282CFX4,100-233,0-00+
91282CFX4,100-232,0-002
91282CFX4,100-231,0-00+
91282CFX4,100-230,0-002
91282CFX4,100-227,0-00+
91282CFX4,100-226,0-002
91282CFX4,100-225,0-00+
91282CFX4,100-22+,0-002
91282CFX4,100-223,0-00+
91282CFX4,100-222,0-002
91282CFX4,100-221,0-00+
91282CFX4,100-220,0-002
91282CFX4,100-217,0-00+
91282CFX4,100-216,0-002
91282CFX4,100-215,0-00+
91282CFX4,100-21+,0-002
91282CFX4,100-213,0-00+
91282CFX4,100-212,0-002
91282CFX4,100-211,0-00+
91282CFX4,100-210,0-002
91282CFX4,100-207,0-00+
91282CFX4,100-206,0-002
91282CFX4,100-205,0-00+
91282CFX4,100-20+,0-002
91282CFX4,100-203,0-00+
91282CFX4,100-202,0-002
91282CFX4,100-201,0-00+
91282CFX4,100-200,0-002
91282CFX4,100-197,0-00+
91282CFX4,100-196,0-002
91282CFX4,100-195,0-00+
91282CFX4,100-19+,0-002
91282CFX4,100-193,0-00+
91282CFX4,100-192,0-002
91282CFX4,100-191,0-00+
91282CFX4,100-190,0-002
91282CFX4,100-187,0-00+
91282CFX4,100-186,0-002
91282CFX4,100-185,0-00+
91282CFX4,100-18+,0-002
91282CFX4,100-183,0-00+
91282CFX4,100-182,0-002
91282CFX4,100-181,0-00+
91282CFX4,100-180,0-002
91282CFX4,100-177,0-00+
91282CFX4,100-176,0-002
91282CFX4,100-175,0-00+
91282CFX4,100-17+,0-002
91282CFX4,100-173,0-00+
91282CFX4,100-172,0-002
91282CFX4,100-171,0-00+
91282CFX4,100-170,0-002
91282CFX4,100-167,0-00+
91282CFX4,100-166,0-002
91282CFX4,100-165,0-00+
91282CFX4,100-16+,0-002
91282CFX4,100-163,0-00+
91282CFX4,100-162,0-002
91282CFX4,100-161,0-00+
91282CFX4,100-160,0-002
91282CFX4,100-157,0-00+
91282CFX4,100-156,0-002
91282CFX4,100-155,0-00+
91282CFX4,100-15+,0-002
91282CFX4,100-153,0-00+
91282CFX4,100-152,0-002
91282CFX4,100-151,0-00+
91282CFX4,100-150,0-002
91282CFX4,100-147,0-00+
91282CFX4,100-146,0-002
91282CFX4,100-145,0-00+
91282CFX4,100-14+,0-002
91282CFX4,100-143,0-00+
91282CFX4,100-142,0-002
91282CFX4,100-141,0-00+
91282CFX4,100-140,0-002
91282CFX4,100-137,0-00+
91282CFX4,100-136,0-002
91282CFX4,100-135,0-00+
91282CFX4,100-13+,0-002
91282CFX4,100-133,0-00+
91282CFX4,100-132,0-002
91282CFX4,100-131,0-00+
91282CFX4,100-130,0-002
91282CFX4,100-127,0-00+
91282CFX4,100-126,0-002
91282CFX4,100-125,0-00+
91282CFX4,100-12+,0-002
91282CFX4,100-123,0-00+
91282CFX4,100-122,0-002
91282CFX4,100-121,0-00+
91282CFX4,100-120,0-002
91282CFX4,100-117,0-00+
91282CFX4,100-116,0-002
91282CFX4,100-115,0-00+
91282CFX4,100-11+,0-002
91282CFX4,100-113,0-00+
91282CFX4,100-112,0-002
91282CFX4,100-111,0-00+
91282CFX4,100-110,0-002
91282CFX4,100-107,0-00+
91282CFX4,100-106,0-002
91282CFX4,100-105,0-00+
91282CFX4,100-10+,0-002
91282CFX4,100-103,0-00+
91282CFX4,100-102,0-002
91282CFX4,100-101,0-00+
91282CFX4,100-100,0-002
91282CFX4,100-097,0-00+
91282CFX4,100-096,0-002
91282CFX4,100-095,0-00+
91282CFX4,100-09+,0-002
91282CFX4,100-093,0-00+
91282CFX4,100-092,0-002
91282CFX4,100-091,0-00+
91282CFX4,100-090,0-002
91282CFX4,100-087,0-00+
91282CFX4,100-086,0-002
91282CFX4,100-085,0-00+
91282CFX4,100-08+,0-002
91282CFX4,100-083,0-00+
91282CFX4,100-082,0-002
91282CFX4,100-081,0-00+
91282CFX4,100-080,0-002
91282CFX4,100-077,0-00+
91282CFX4,100-076,0-002
91282CFX4,100-075,0-00+
91282CFX4,100-07+,0-002
91282CFX4,100-073,0-00+
91282CFX4,100-072,0-002
91282CFX4,100-071,0-00+
91282CFX4,100-070,0-002
91282CFX4,100-067,0-00+
91282CFX4,100-066,0-002
91282CFX4,100-065,0-00+
91282CFX4,100-06+,0-002
91282CFX4,100-063,0-00+
91282CFX4,100-062,0-002
91282CFX4,100-061,0-00+
91282CFX4,100-060,0-002
91282CFX4,100-057,0-00+
91282CFX4,100-056,0-002
91282CFX4,100-055,0-00+
91282CFX4,100-05+,0-002
91282CFX4,100-053,0-00+
91282CFX4,100-052,0-002
91282CFX4,100-051,0-00+
91282CFX4,100-050,0-002
91282CFX4,100-047,0-00+
91282CFX4,100-046,0-002
91282CFX4,100-045,0-00+
91282CFX4,100-04+,0-002
91282CFX4,100-043,0-00+
91282CFX4,100-042,0-002
91282CFX4,100-041,0-00+
91282CFX4,100-040,0-002
91282CFX4,100-037,0-00+
91282CFX4,100-036,0-002
91282CFX4,100-035,0-00+
91282CFX4,100-03+,0-002
91282CFX4,100-033,0-00+
91282CFX4,100-032,0-002
91282CFX4,100-031,0-00+
91282CFX4,100-030,0-002
91282CFX4,100-027,0-00+
91282CFX4,100-026,0-002
91282CFX4,100-025,0-00+
91282CFX4,100-02+,0-002
91282CFX4,100-023,0-00+
91282CFX4,100-022,0-002
91282CFX4,100-021,0-00+
91282CFX4,100-020,0-002
91282CFX4,100-017,0-00+
91282CFX4,100-016,0-002
91282CFX4,100-015,0-00+
91282CFX4,100-01+,0-002
91282CFX4,100-013,0-00+
91282CFX4,100-012,0-002
91282CFX4,100-011,0-00+
91282CFX4,100-010,0-002
91282CFX4,100-007,0-00+
91282CFX4,100-006,0-002
91282CFX4,100-005,0-00+
91282CFX4,100-00+,0-002
91282CFX4,100-003,0-00+
91282CFX4,100-002,0-002
91282CFX4,100-001,0-00+
91282CFX4,100-000,0-002
91282CFX4,99-317,0-00+
91282CFX4,99-316,0-002
91282CFX4,99-315,0-00+
91282CFX4,99-31+,0-002
91282CFX4,99-313,0-00+
91282CFX4,99-312,0-002
91282CFX4,99-311,0-00+
91282CFX4,99-310,0-002
91282CFX4,99-307,0-00+
91282CFX4,99-306,0-002
91282CFX4,99-305,0-00+
91282CFX4,99-30+,0-002
91282CFX4,99-303,0-00+
91282CFX4,99-302,0-002
91282CFX4,99-301,0-00+
91282CFX4,99-300,0-002
91282CFX4,99-297,0-00+
91282CFX4,99-296,0-002
91282CFX4,99-295,0-00+
91282CFX4,99-29+,0-002
91282CFX4,99-293,0-00+
91282CFX4,99-292,0-002
91282CFX4,99-291,0-00+
91282CFX4,99-290,0-002
91282CFX4,99-287,0-00+
91282CFX4,99-286,0-002
91282CFX4,99-285,0-00+
91282CFX4,99-28+,0-002
91282CFX4,99-283,0-00+
91282CFX4,99-282,0-002
91282CFX4,99-281,0-00+
91282CFX4,99-280,0-002
91282CFX4,99-277,0-00+
91282CFX4,99-276,0-002
91282CFX4,99-275,0-00+
91282CFX4,99-27+,0-002
91282CFX4,99-273,0-00+
91282CFX4,99-272,0-002
91282CFX4,99-271,0-00+
91282CFX4,99-270,0-002
91282CFX4,99-267,0-00+
91282CFX4,99-266,0-002
91282CFX4,99-265,0-00+
91282CFX4,99-26+,0-002
91282CFX4,99-263,0-00+
91282CFX4,99-262,0-002
91282CFX4,99-261,0-00+
91282CFX4,99-260,0-002
91282CFX4,99-257,0-00+
91282CFX4,99-256,0-002
91282CFX4,99-255,0-00+
91282CFX4,99-25+,0-002
91282CFX4,99-253,0-00+
91282CFX4,99-252,0-002
91282CFX4,99-251,0-00+
91282CFX4,99-250,0-002
91282CFX4,99-247,0-00+
91282CFX4,99-246,0-002
91282CFX4,99-245,0-00+
91282CFX4,99-24+,0-002
91282CFX4,99-243,0-00+
91282CFX4,99-242,0-002
91282CFX4,99-241,0-00+
91282CFX4,99-240,0-002
91282CFX4,99-237,0-00+
91282CFX4,99-236,0-002
91282CFX4,99-235,0-00+
91282CFX4,99-23+,0-002
91282CFX4,99-233,0-00+
91282CFX4,99-232,0-002
91282CFX4,99-231,0-00+
91282CFX4,99-230,0-002
91282CFX4,99-227,0-00+
91282CFX4,99-226,0-002
91282CFX4,99-225,0-00+
91282CFX4,99-22+,0-002
91282CFX4,99-223,0-00+
91282CFX4,99-222,0-002
91282CFX4,99-221,0-00+
91282CFX4,99-220,0-002
91282CFX4,99-217,0-00+
91282CFX4,99-216,0-002
91282CFX4,99-215,0-00+
91282CFX4,99-21+,0-002
91282CFX4,99-213,0-00+
91282CFX4,99-212,0-002
91282CFX4,99-211,0-00+
91282CFX4,99-210,0-002
91282CFX4,99-207,0-00+
91282CFX4,99-206,0-002
91282CFX4,99-205,0-00+
91282CFX4,99-20+,0-002
91282CFX4,99-203,0-00+
91282CFX4,99-202,0-002
91282CFX4,99-201,0-00+
91282CFX4,99-200,0-002
91282CFX4,99-197,0-00+
91282CFX4,99-196,0-002
91282CFX4,99-195,0-00+
91282CFX4,99-19+,0-002
91282CFX4,99-193,0-00+
91282CFX4,99-192,0-002
91282CFX4,99-191,0-00+
91282CFX4,99-190,0-002
91282CFX4,99-187,0-00+
91282CFX4,99-186,0-002
91282CFX4,99-185,0-00+
91282CFX4,99-18+,0-002
91282CFX4,99-183,0-00+
91282CFX4,99-182,0-002
91282CFX4,99-181,0-00+
91282CFX4,99-180,0-002
91282CFX4,99-177,0-00+
91282CFX4,99-176,0-002
91282CFX4,99-175,0-00+
91282CFX4,99-17+,0-002
91282CFX4,99-173,0-00+
91282CFX4,99-172,0-002
91282CFX4,99-171,0-00+
91282CFX4,99-170,0-002
91282CFX4,99-167,0-00+
91282CFX4,99-166,0-002
91282CFX4,99-165,0-00+
91282CFX4,99-16+,0-002
91282CFX4,99-163,0-00+
