time,product_id,pv_01,quantity
2022-Dec-18 08:24:15.332,91282CFX4,0.019851,0
2022-Dec-18 08:24:15.332,frontend,0.000000,0
2022-Dec-18 08:24:15.649,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:15.649,frontend,0.019851,-1000000
2022-Dec-18 08:24:15.966,91282CFX4,0.019851,0
2022-Dec-18 08:24:15.966,frontend,0.000000,0
2022-Dec-18 08:24:16.140,91282CFZ9,0.048643,2000000
2022-Dec-18 08:24:16.140,belly,0.048643,2000000
2022-Dec-18 08:24:16.286,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:16.286,frontend,0.019851,-1000000
2022-Dec-18 08:24:16.608,91282CFX4,0.019851,0
2022-Dec-18 08:24:16.608,frontend,0.000000,0
2022-Dec-18 08:24:16.922,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:16.922,frontend,0.019851,-1000000
2022-Dec-18 08:24:17.145,91282CFZ9,0.048643,4000000
2022-Dec-18 08:24:17.145,belly,0.048643,4000000
2022-Dec-18 08:24:17.239,91282CFX4,0.019851,0
2022-Dec-18 08:24:17.239,frontend,0.000000,0
2022-Dec-18 08:24:17.551,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:17.551,frontend,0.019851,-1000000
2022-Dec-18 08:24:17.853,91282CFX4,0.019851,0
2022-Dec-18 08:24:17.853,frontend,0.000000,0
2022-Dec-18 08:24:18.149,91282CFZ9,0.048643,1000000
2022-Dec-18 08:24:18.149,belly,0.048643,1000000
2022-Dec-18 08:24:18.159,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:18.159,frontend,0.019851,-1000000
2022-Dec-18 08:24:18.462,91282CFX4,0.019851,0
2022-Dec-18 08:24:18.462,frontend,0.000000,0
2022-Dec-18 08:24:18.772,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:18.772,frontend,0.019851,-1000000
2022-Dec-18 08:24:19.088,91282CFX4,0.019851,0
2022-Dec-18 08:24:19.088,frontend,0.000000,0
2022-Dec-18 08:24:19.152,91282CFZ9,0.048643,5000000
2022-Dec-18 08:24:19.152,belly,0.048643,5000000
2022-Dec-18 08:24:19.398,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:19.398,frontend,0.019851,-1000000
2022-Dec-18 08:24:19.704,91282CFX4,0.019851,0
2022-Dec-18 08:24:19.704,frontend,0.000000,0
2022-Dec-18 08:24:20.013,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:20.014,frontend,0.019851,-1000000
2022-Dec-18 08:24:20.155,91282CFZ9,0.048643,0
2022-Dec-18 08:24:20.155,belly,0.000000,0
2022-Dec-18 08:24:20.324,91282CFX4,0.019851,0
2022-Dec-18 08:24:20.324,frontend,0.000000,0
2022-Dec-18 08:24:20.630,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:20.631,frontend,0.019851,-1000000
2022-Dec-18 08:24:20.944,91282CFX4,0.019851,0
2022-Dec-18 08:24:20.944,frontend,0.000000,0
2022-Dec-18 08:24:21.161,91282CFY2,0.065843,1000000
2022-Dec-18 08:24:21.161,belly,0.065843,1000000
2022-Dec-18 08:24:21.253,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:21.254,frontend,0.019851,-1000000
2022-Dec-18 08:24:21.570,91282CFX4,0.019851,0
2022-Dec-18 08:24:21.570,frontend,0.000000,0
2022-Dec-18 08:24:21.886,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:21.886,frontend,0.019851,-1000000
2022-Dec-18 08:24:22.163,91282CFY2,0.065843,-1000000
2022-Dec-18 08:24:22.163,belly,0.065843,-1000000
2022-Dec-18 08:24:22.194,91282CFX4,0.019851,0
2022-Dec-18 08:24:22.194,frontend,0.000000,0
2022-Dec-18 08:24:22.505,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:22.505,frontend,0.019851,-1000000
2022-Dec-18 08:24:22.818,91282CFX4,0.019851,0
2022-Dec-18 08:24:22.818,frontend,0.000000,0
2022-Dec-18 08:24:23.124,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:23.124,frontend,0.019851,-1000000
2022-Dec-18 08:24:23.163,91282CFY2,0.065843,2000000
2022-Dec-18 08:24:23.163,belly,0.065843,2000000
2022-Dec-18 08:24:23.430,91282CFX4,0.019851,0
2022-Dec-18 08:24:23.430,frontend,0.000000,0
2022-Dec-18 08:24:23.743,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:23.743,frontend,0.019851,-1000000
2022-Dec-18 08:24:24.056,91282CFX4,0.019851,0
2022-Dec-18 08:24:24.056,frontend,0.000000,0
2022-Dec-18 08:24:24.165,91282CFY2,0.065843,-2000000
2022-Dec-18 08:24:24.165,belly,0.065843,-2000000
2022-Dec-18 08:24:24.370,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:24.370,frontend,0.019851,-1000000
2022-Dec-18 08:24:24.678,91282CFX4,0.019851,0
2022-Dec-18 08:24:24.678,frontend,0.000000,0
2022-Dec-18 08:24:24.997,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:24.997,frontend,0.019851,-1000000
2022-Dec-18 08:24:25.166,91282CFY2,0.065843,3000000
2022-Dec-18 08:24:25.166,belly,0.065843,3000000
2022-Dec-18 08:24:25.310,91282CFX4,0.019851,0
2022-Dec-18 08:24:25.310,frontend,0.000000,0
2022-Dec-18 08:24:25.620,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:25.620,frontend,0.019851,-1000000
2022-Dec-18 08:24:25.929,91282CFX4,0.019851,0
2022-Dec-18 08:24:25.929,frontend,0.000000,0
2022-Dec-18 08:24:26.168,91282CFY2,0.065843,2000000
2022-Dec-18 08:24:26.168,belly,0.065843,2000000
2022-Dec-18 08:24:26.243,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:26.243,frontend,0.019851,-1000000
2022-Dec-18 08:24:26.557,91282CFX4,0.019851,0
2022-Dec-18 08:24:26.557,frontend,0.000000,0
2022-Dec-18 08:24:26.870,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:26.870,frontend,0.019851,-1000000
2022-Dec-18 08:24:27.171,91282CFY2,0.065843,4000000
2022-Dec-18 08:24:27.171,belly,0.065843,4000000
2022-Dec-18 08:24:27.185,91282CFX4,0.019851,0
2022-Dec-18 08:24:27.185,frontend,0.000000,0
2022-Dec-18 08:24:27.502,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:27.502,frontend,0.019851,-1000000
2022-Dec-18 08:24:27.815,91282CFX4,0.019851,0
2022-Dec-18 08:24:27.816,frontend,0.000000,0
2022-Dec-18 08:24:28.132,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:28.132,frontend,0.019851,-1000000
2022-Dec-18 08:24:28.174,91282CFY2,0.065843,1000000
2022-Dec-18 08:24:28.175,belly,0.065843,1000000
2022-Dec-18 08:24:28.446,91282CFX4,0.019851,0
2022-Dec-18 08:24:28.446,frontend,0.000000,0
2022-Dec-18 08:24:28.763,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:28.763,frontend,0.019851,-1000000
2022-Dec-18 08:24:29.070,91282CFX4,0.019851,0
2022-Dec-18 08:24:29.070,frontend,0.000000,0
2022-Dec-18 08:24:29.177,91282CFY2,0.065843,5000000
2022-Dec-18 08:24:29.177,belly,0.065843,5000000
2022-Dec-18 08:24:29.393,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:29.394,frontend,0.019851,-1000000
2022-Dec-18 08:24:29.712,91282CFX4,0.019851,0
2022-Dec-18 08:24:29.712,frontend,0.000000,0
2022-Dec-18 08:24:30.029,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:30.029,frontend,0.019851,-1000000
2022-Dec-18 08:24:30.180,91282CFY2,0.065843,0
2022-Dec-18 08:24:30.180,belly,0.000000,0
2022-Dec-18 08:24:30.352,91282CFX4,0.019851,0
2022-Dec-18 08:24:30.352,frontend,0.000000,0
2022-Dec-18 08:24:30.657,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:30.657,frontend,0.019851,-1000000
2022-Dec-18 08:24:30.967,91282CFX4,0.019851,0
2022-Dec-18 08:24:30.967,frontend,0.000000,0
2022-Dec-18 08:24:31.180,91282CFV8,0.087939,1000000
2022-Dec-18 08:24:31.180,belly,0.087939,1000000
2022-Dec-18 08:24:31.279,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:31.279,frontend,0.019851,-1000000
2022-Dec-18 08:24:31.597,91282CFX4,0.019851,0
2022-Dec-18 08:24:31.597,frontend,0.000000,0
2022-Dec-18 08:24:31.913,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:31.913,frontend,0.019851,-1000000
2022-Dec-18 08:24:32.185,91282CFV8,0.087939,-1000000
2022-Dec-18 08:24:32.185,belly,0.087939,-1000000
2022-Dec-18 08:24:32.224,91282CFX4,0.019851,0
2022-Dec-18 08:24:32.225,frontend,0.000000,0
2022-Dec-18 08:24:32.537,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:32.537,frontend,0.019851,-1000000
2022-Dec-18 08:24:32.852,91282CFX4,0.019851,0
2022-Dec-18 08:24:32.852,frontend,0.000000,0
2022-Dec-18 08:24:33.167,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:33.167,frontend,0.019851,-1000000
2022-Dec-18 08:24:33.186,91282CFV8,0.087939,2000000
2022-Dec-18 08:24:33.186,belly,0.087939,2000000
2022-Dec-18 08:24:33.484,91282CFX4,0.019851,0
2022-Dec-18 08:24:33.484,frontend,0.000000,0
2022-Dec-18 08:24:33.799,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:33.799,frontend,0.019851,-1000000
2022-Dec-18 08:24:34.117,91282CFX4,0.019851,0
2022-Dec-18 08:24:34.117,frontend,0.000000,0
2022-Dec-18 08:24:34.191,91282CFV8,0.087939,-2000000
2022-Dec-18 08:24:34.191,belly,0.087939,-2000000
2022-Dec-18 08:24:34.435,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:34.435,frontend,0.019851,-1000000
2022-Dec-18 08:24:34.746,91282CFX4,0.019851,0
2022-Dec-18 08:24:34.746,frontend,0.000000,0
2022-Dec-18 08:24:35.063,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:35.063,frontend,0.019851,-1000000
2022-Dec-18 08:24:35.192,91282CFV8,0.087939,3000000
2022-Dec-18 08:24:35.192,belly,0.087939,3000000
2022-Dec-18 08:24:35.375,91282CFX4,0.019851,0
2022-Dec-18 08:24:35.375,frontend,0.000000,0
2022-Dec-18 08:24:35.688,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:35.688,frontend,0.019851,-1000000
2022-Dec-18 08:24:36.008,91282CFX4,0.019851,0
2022-Dec-18 08:24:36.008,frontend,0.000000,0
2022-Dec-18 08:24:36.194,91282CFV8,0.087939,2000000
2022-Dec-18 08:24:36.195,belly,0.087939,2000000
2022-Dec-18 08:24:36.334,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:36.334,frontend,0.019851,-1000000
2022-Dec-18 08:24:36.646,91282CFX4,0.019851,0
2022-Dec-18 08:24:36.646,frontend,0.000000,0
2022-Dec-18 08:24:36.958,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:36.958,frontend,0.019851,-1000000
2022-Dec-18 08:24:37.199,91282CFV8,0.087939,4000000
2022-Dec-18 08:24:37.200,belly,0.087939,4000000
2022-Dec-18 08:24:37.280,91282CFX4,0.019851,0
2022-Dec-18 08:24:37.280,frontend,0.000000,0
2022-Dec-18 08:24:37.601,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:37.601,frontend,0.019851,-1000000
2022-Dec-18 08:24:37.920,91282CFX4,0.019851,0
2022-Dec-18 08:24:37.920,frontend,0.000000,0
2022-Dec-18 08:24:38.202,91282CFV8,0.087939,1000000
2022-Dec-18 08:24:38.202,belly,0.087939,1000000
2022-Dec-18 08:24:38.237,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:38.237,frontend,0.019851,-1000000
2022-Dec-18 08:24:38.553,91282CFX4,0.019851,0
2022-Dec-18 08:24:38.553,frontend,0.000000,0
2022-Dec-18 08:24:38.870,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:38.870,frontend,0.019851,-1000000
2022-Dec-18 08:24:39.186,91282CFX4,0.019851,0
2022-Dec-18 08:24:39.186,frontend,0.000000,0
2022-Dec-18 08:24:39.202,91282CFV8,0.087939,5000000
2022-Dec-18 08:24:39.202,belly,0.087939,5000000
2022-Dec-18 08:24:39.501,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:39.501,frontend,0.019851,-1000000
2022-Dec-18 08:24:39.819,91282CFX4,0.019851,0
2022-Dec-18 08:24:39.819,frontend,0.000000,0
2022-Dec-18 08:24:40.136,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:40.136,frontend,0.019851,-1000000
2022-Dec-18 08:24:40.205,91282CFV8,0.087939,0
2022-Dec-18 08:24:40.205,belly,0.000000,0
2022-Dec-18 08:24:40.454,91282CFX4,0.019851,0
2022-Dec-18 08:24:40.455,frontend,0.000000,0
2022-Dec-18 08:24:40.770,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:40.770,frontend,0.019851,-1000000
2022-Dec-18 08:24:41.087,91282CFX4,0.019851,0
2022-Dec-18 08:24:41.087,frontend,0.000000,0
2022-Dec-18 08:24:41.208,912810TM0,0.140980,1000000
2022-Dec-18 08:24:41.208,backend,0.140980,1000000
2022-Dec-18 08:24:41.403,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:41.403,frontend,0.019851,-1000000
2022-Dec-18 08:24:41.725,91282CFX4,0.019851,0
2022-Dec-18 08:24:41.725,frontend,0.000000,0
2022-Dec-18 08:24:42.038,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:42.038,frontend,0.019851,-1000000
2022-Dec-18 08:24:42.213,912810TM0,0.140980,-1000000
2022-Dec-18 08:24:42.213,backend,0.140980,-1000000
2022-Dec-18 08:24:42.353,91282CFX4,0.019851,0
2022-Dec-18 08:24:42.353,frontend,0.000000,0
2022-Dec-18 08:24:42.666,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:42.666,frontend,0.019851,-1000000
2022-Dec-18 08:24:42.983,91282CFX4,0.019851,0
2022-Dec-18 08:24:42.983,frontend,0.000000,0
2022-Dec-18 08:24:43.216,912810TM0,0.140980,2000000
2022-Dec-18 08:24:43.216,backend,0.140980,2000000
2022-Dec-18 08:24:43.297,91282CFX4,0.019851,-1000000
2022-Dec-18 08:24:43.297,frontend,0.019851,-1000000
2022-Dec-18 08:24:43.612,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:43.612,frontend,0.000000,0
2022-Dec-18 08:24:43.929,91282CFW6,0.029309,0
2022-Dec-18 08:24:43.929,frontend,0.019851,-1000000
2022-Dec-18 08:24:44.221,912810TM0,0.140980,-2000000
2022-Dec-18 08:24:44.221,backend,0.140980,-2000000
2022-Dec-18 08:24:44.247,91282CFW6,0.029309,1000000
2022-Dec-18 08:24:44.247,frontend,0.000000,0
